,imageid,labels,scores
570,1935238449045019641,"['Grassland', 'Sky', 'Pasture', 'Natural landscape', 'Wildlife', 'Bovine', 'Grass', 'Field', 'Grazing', 'Plain']","[0.9496760964393616, 0.9127334952354431, 0.9069826602935791, 0.8855189085006714, 0.8836546540260315, 0.8720428943634033, 0.8218453526496887, 0.8211503624916077, 0.7540028691291809, 0.7251344323158264]"
571,1935329580963482170,"['King penguin', 'Flightless bird', 'Penguin', 'Bird', 'Gentoo penguin', 'Coast', 'Emperor penguin', 'Shore', 'Grass', 'Bay']","[0.9877055883407593, 0.9796555042266846, 0.9758920073509216, 0.9655544757843018, 0.8612637519836426, 0.8057001829147339, 0.7799971103668213, 0.749819815158844, 0.6880232691764832, 0.6777039766311646]"
572,1935421639458220669,"['Sky', 'Horizon', 'Sea', 'Ocean', 'Blue', 'Water', 'Cloud', 'Yellow', 'Sunset', 'Atmosphere']","[0.9919333457946777, 0.9891297221183777, 0.9571146965026855, 0.9540731310844421, 0.9500666856765747, 0.9388793110847473, 0.9381535053253174, 0.9086499214172363, 0.9064217209815979, 0.884109616279602]"
573,1935511955901117631,"['Pink', 'Red', 'Room', 'Textile', 'Child', 'Furniture', 'Flesh']","[0.9445571303367615, 0.9245085120201111, 0.7795166969299316, 0.6563324928283691, 0.6452686190605164, 0.5937383770942688, 0.5355120301246643]"
574,1935604615458499468,"['Mountainous landforms', 'Sky', 'Mountain', 'Geological phenomenon', 'Snow', 'Mountain range', 'Atmosphere', 'Atmospheric phenomenon', 'Winter', 'Glacial landform']","[0.9537346363067627, 0.9530806541442871, 0.9369432330131531, 0.9095675349235535, 0.9095404148101807, 0.9084276556968689, 0.8984253406524658, 0.8941346406936646, 0.855378270149231, 0.8453755974769592]"
575,1935692277502541314,"['Human', 'Adaptation', 'Organism', 'Event', 'Nativity scene', 'Tradition']","[0.7766329646110535, 0.7408301830291748, 0.7151590585708618, 0.6273695826530457, 0.5790446400642395, 0.5583738684654236]"
576,1935784025016848692,"['Bird', 'Vertebrate', 'Atlantic puffin', 'Beak', 'Puffin', 'Seabird', 'Close-up', 'Organism', 'Macro photography', 'Sand eel']","[0.9960000514984131, 0.9851104021072388, 0.984488308429718, 0.9832976460456848, 0.9607228636741638, 0.8925709128379822, 0.8654191493988037, 0.7151590585708618, 0.6857466101646423, 0.6590443849563599]"
577,1935879409898773107,"['Blue', 'Water', 'Fur', 'Pattern', 'Close-up', 'Sky', 'Design', 'Wave', 'Frost', 'Feather']","[0.9445302486419678, 0.9100271463394165, 0.8659763336181641, 0.8130329847335815, 0.7332175970077515, 0.7326111197471619, 0.7203227281570435, 0.6739715933799744, 0.5567700862884521, 0.5093973278999329]"
578,1936061809375300559,"['Male', 'Gentleman', 'Hat', 'Monochrome', 'Black-and-white', 'Fedora', 'Street', 'Headgear', 'Monochrome photography', 'Photography']","[0.8320976495742798, 0.8281229138374329, 0.7947238087654114, 0.7938966155052185, 0.7811979055404663, 0.776283323764801, 0.7285232543945312, 0.7227174639701843, 0.6469677686691284, 0.6242249608039856]"
579,1936146554163345741,"['Vertebrate', 'Bird', 'Vulture', 'Bird of prey', 'Condor', 'Accipitriformes', 'California condor', 'Andean condor', 'Beak', 'Turkey Vulture']","[0.9851104021072388, 0.9797470569610596, 0.9572304487228394, 0.91287761926651, 0.8941233158111572, 0.8639734387397766, 0.8590524792671204, 0.843198299407959, 0.8382167220115662, 0.6770241856575012]"
580,1936236666528237026,"['Ancient history', 'Ruins', 'Historic site', 'History', 'Column', 'Sky', 'Archaeological site', 'Architecture', 'Ancient roman architecture', 'Building']","[0.9774926900863647, 0.960468053817749, 0.906895101070404, 0.8808499574661255, 0.8791102170944214, 0.862245500087738, 0.8603882789611816, 0.8042545914649963, 0.8017560243606567, 0.7778225541114807]"
581,1936327491513977158,"['Birth', 'Baby', 'Child']","[0.7543278336524963, 0.7034416794776917, 0.6930635571479797]"
582,1936418745073415296,"['Marine mammal', 'Marine biology', 'Fin', 'Cetacea', 'Killer whale', 'Sea', 'Ocean', 'Dolphin', 'Whale', 'Sky']","[0.9392534494400024, 0.9180237054824829, 0.8957341909408569, 0.8675211071968079, 0.8668482899665833, 0.8417873978614807, 0.8345099091529846, 0.7763763666152954, 0.7377046942710876, 0.7326111197471619]"
583,1936511414453864756,"['People', 'Tourism', 'Travel', 'Adaptation', 'Village', 'Historic site', 'Smile', 'World']","[0.9393768906593323, 0.8103907108306885, 0.7283247113227844, 0.6696612238883972, 0.5818590521812439, 0.5628833770751953, 0.5404295921325684, 0.5313754081726074]"
584,1936604321273982768,"['Natural landscape', 'Water', 'Tree', 'Tributary', 'Ecoregion', 'Pattern', 'Design', 'River delta', 'Aerial photography', 'Watercourse']","[0.8855189085006714, 0.8073040843009949, 0.7989127039909363, 0.7879992127418518, 0.7763616442680359, 0.7629645466804504, 0.7375450134277344, 0.7207465171813965, 0.6965531706809998, 0.6942012310028076]"
585,1936780996313826086,"['Waterfall', 'Body of water', 'Nature', 'Water', 'Natural landscape', 'Water resources', 'Watercourse', 'Formation', 'Rock', 'Water feature']","[0.9941737055778503, 0.9782344102859497, 0.9741934537887573, 0.9578154683113098, 0.9574499726295471, 0.9443798661231995, 0.8783843517303467, 0.8649510741233826, 0.8546872138977051, 0.8309540152549744]"
586,1936871234188871400,"['Pink', 'Magenta', 'Fun', 'Luxury vehicle', 'Interior design', 'Dress', 'Formal wear']","[0.9502964615821838, 0.779617965221405, 0.7039424180984497, 0.6844155192375183, 0.6247112154960632, 0.5970175862312317, 0.5228210091590881]"
587,1936962171313503387,"['People', 'Tribe', 'Muscle', 'Flesh', 'Barechested', 'Chest']","[0.9465837478637695, 0.7853497266769409, 0.7043865323066711, 0.6909241676330566, 0.5692909955978394, 0.539289653301239]"
588,1937052989663716190,"['Event', 'Fun', 'Party', 'Balloon', 'Adaptation', 'Ceremony', 'Happy', 'Party supply', 'Smile']","[0.8017051815986633, 0.7684727907180786, 0.7385983467102051, 0.6898106932640076, 0.6696612238883972, 0.6530768275260925, 0.6166475415229797, 0.598534882068634, 0.5404295921325684]"
589,1937143626954031722,"['Desert', 'Sand', 'Erg', 'Sahara', 'Natural environment', 'Aeolian landform', 'Arabian camel', 'Singing sand', 'Dune', 'Camel']","[0.9945563673973083, 0.9823551177978516, 0.9794813990592957, 0.9776135087013245, 0.9735081791877747, 0.9521435499191284, 0.9314269423484802, 0.9173263907432556, 0.9018069505691528, 0.89306640625]"
590,1937232183013958812,"['Owl', 'Black', 'Still life photography', 'Barn owl', 'Bird of prey', 'Black-and-white', 'Wildlife', 'Bird', 'Monochrome', 'Organism']","[0.9812930226325989, 0.9449019432067871, 0.9296797513961792, 0.8616681694984436, 0.8492109179496765, 0.8265277147293091, 0.786455512046814, 0.7852305769920349, 0.7833997011184692, 0.7671774625778198]"
591,1937329791808327073,"['Nature', 'Tree', 'Formation', 'Rock', 'Water', 'Geology', 'Geological phenomenon', 'Cave', 'Sky', 'Trunk']","[0.9596611857414246, 0.9045121073722839, 0.8883007764816284, 0.8426777720451355, 0.8073040843009949, 0.8053838610649109, 0.7950030565261841, 0.7677192687988281, 0.7326111197471619, 0.6847679615020752]"
592,1937513680975569678,"['Event', 'Photography', 'Jacket', 'Crowd', 'Street']","[0.7325606346130371, 0.6242249608039856, 0.6007949113845825, 0.5780550241470337, 0.5113697648048401]"
593,1937594149494668406,"['Sea turtle', 'Hawksbill sea turtle', 'Olive ridley sea turtle', 'Loggerhead sea turtle', 'Green sea turtle', 'Turtle', ""Kemp's ridley sea turtle"", 'Reptile', 'Tortoise', 'Underwater']","[0.990504264831543, 0.9824999570846558, 0.9818434119224548, 0.9775084257125854, 0.9697879552841187, 0.9673309326171875, 0.9628502130508423, 0.8965772390365601, 0.8827391266822815, 0.7849283814430237]"
594,1937684548791854862,"['Freezing', 'Snow', 'Water', 'Fun', 'Personal protective equipment', 'Winter storm', 'Winter', 'Blizzard']","[0.8696366548538208, 0.8181582689285278, 0.8073040843009949, 0.7684727907180786, 0.7246650457382202, 0.7103261947631836, 0.6410195231437683, 0.6295947432518005]"
595,1937775320837046309,"['People', 'Room', 'Couch', 'Comfort', 'Living room', 'Fun', 'Furniture', 'Sitting', 'Child', 'Family']","[0.9433480501174927, 0.8084964752197266, 0.782332181930542, 0.7659680843353271, 0.7269094586372375, 0.7039424180984497, 0.6718295216560364, 0.6250489354133606, 0.6134581565856934, 0.5526221990585327]"
596,1937866840147641974,"['Urban area', 'City', 'Town', 'Human settlement', 'Sky', 'Aerial photography', 'Winter', 'Cityscape', 'Night', 'Metropolitan area']","[0.9133074283599854, 0.9087972640991211, 0.8981533050537109, 0.8951921463012695, 0.8857545852661133, 0.839695930480957, 0.8387576937675476, 0.838550329208374, 0.815946102142334, 0.7921884059906006]"
597,1937956779866506331,"['Seal', 'Earless seal', 'Fur seal', 'Arctic', 'Marine mammal', 'Sky', 'Arctic ocean', 'Snout', 'Bearded Seal', 'Baltic gray seal']","[0.9637133479118347, 0.9026724100112915, 0.8971439599990845, 0.8660461902618408, 0.8285372853279114, 0.8220894932746887, 0.7925374507904053, 0.7840312123298645, 0.7828272581100464, 0.782049834728241]"
598,1938140440805157108,"['Vertebrate', 'Mammal', 'Wildlife', 'Terrestrial animal', 'Elephants and Mammoths', 'Safari', 'National park', 'African elephant', 'Herd', 'Working animal']","[0.9851104021072388, 0.9727270603179932, 0.9708537459373474, 0.9688578248023987, 0.9379382133483887, 0.7313644886016846, 0.6740870475769043, 0.6469583511352539, 0.5910837054252625, 0.5435593128204346]"
599,1938321219879407867,"['Cityscape', 'Metropolitan area', 'Landmark', 'Aerial photography', 'City', 'Urban area', 'Skyscraper', 'Metropolis', 'Skyline', ""Bird's-eye view""]","[0.9760820865631104, 0.9725223183631897, 0.9580419659614563, 0.946801483631134, 0.9459429979324341, 0.9356526136398315, 0.9157224297523499, 0.9147864580154419, 0.898998498916626, 0.882583498954773]"
600,1938411971171052364,"['Electricity', 'White', 'Black-and-white', 'Night', 'Overhead power line', 'Monochrome', 'Light', 'Electrical supply', 'Sky', 'Lighting']","[0.9603555798530579, 0.9594447612762451, 0.9066697359085083, 0.9038888216018677, 0.894999086856842, 0.8856736421585083, 0.8738561868667603, 0.8634178042411804, 0.862245500087738, 0.8434011340141296]"
601,1938580419654381602,"['Reflection', 'Water', 'Reflecting pool', 'Architecture', 'Sky', 'Symmetry', 'Waterway', 'Line', 'Facade', 'Building']","[0.9882997870445251, 0.9712468981742859, 0.9017369747161865, 0.8942565321922302, 0.862245500087738, 0.8470250964164734, 0.8120219707489014, 0.7295002341270447, 0.6369379758834839, 0.6305484175682068]"
602,1938580419671014149,"['Water', 'Reflection', 'Umbrella', 'Sky', 'Tourism', 'Rain', 'Architecture', 'Fashion accessory', 'Cloud', 'City']","[0.9512578248977661, 0.9417431354522705, 0.8958954811096191, 0.8857545852661133, 0.7841706275939941, 0.7482799291610718, 0.7263345718383789, 0.6736642718315125, 0.6644815802574158, 0.6420290470123291]"
603,1938580419671110797,"['Yellow', 'Architecture', 'Public space', 'Arch', 'Tourism', 'Rain', 'Building', 'City', 'Vacation', 'Temple']","[0.8649448752403259, 0.8501737713813782, 0.8281257748603821, 0.7947692275047302, 0.7892835736274719, 0.7049354910850525, 0.6551225781440735, 0.6420290470123291, 0.6369329690933228, 0.6256434917449951]"
604,1938580419679589305,"['Reflection', 'Water', 'Landmark', 'Red', 'Architecture', 'Waterway', 'Reflecting pool', 'Tree', 'Sky', 'Building']","[0.9837013483047485, 0.9724712371826172, 0.9153850078582764, 0.9153681993484497, 0.9123634696006775, 0.8120219707489014, 0.8061785697937012, 0.7469744682312012, 0.7326111197471619, 0.6602510213851929]"
605,1938580419696326249,"['Reflection', 'Blue', 'Water', 'Light', 'Turquoise', 'Pattern', 'Sky', 'Design', 'Line', 'Symmetry']","[0.9862604737281799, 0.9752835631370544, 0.9697578549385071, 0.8834760785102844, 0.8704094290733337, 0.8130329847335815, 0.7326111197471619, 0.7301200032234192, 0.7295002341270447, 0.6126914024353027]"
606,1938592539355529804,"['Social group', 'Youth', 'Community', 'Event', 'Team', 'Child', 'Student', 'Room', 'Crowd', 'Leisure']","[0.9448943138122559, 0.9291141033172607, 0.908996045589447, 0.858561098575592, 0.7609888315200806, 0.6930635571479797, 0.6582424640655518, 0.6566392779350281, 0.6268818974494934, 0.5618612170219421]"
607,1938704880047201206,"['Head', 'Lady', 'Human', 'Standing', 'Portrait', 'Adaptation', 'Child', 'Smile', 'Gesture']","[0.8901773691177368, 0.8433756232261658, 0.8408066630363464, 0.8356383442878723, 0.7876712083816528, 0.7408301830291748, 0.6930635571479797, 0.6410647034645081, 0.5173180103302002]"
608,1938704880055498669,"['Fun', 'Tree', 'Leisure', 'Mouth', 'Asphalt', 'Adaptation', 'Recreation', 'Road', 'T-shirt', 'Vacation']","[0.7039424180984497, 0.6869218349456787, 0.6809553503990173, 0.6794861555099487, 0.6723850965499878, 0.6696612238883972, 0.669558584690094, 0.6244322061538696, 0.6023620963096619, 0.600033700466156]"
609,1938704880072222238,['Sitting'],[0.6023184061050415]
610,1938704880080743924,"['Finger', 'Hand', 'Thumb', 'Soil', 'Flesh', 'Wrinkle']","[0.8958792686462402, 0.8870188593864441, 0.6227907538414001, 0.5852300524711609, 0.5772515535354614, 0.5072180032730103]"
611,1938704880089040331,"['Tree', 'Grass', 'Vehicle', 'Adaptation', 'Soil', 'House']","[0.8138649463653564, 0.6880232691764832, 0.6831889748573303, 0.6696612238883972, 0.6371765732765198, 0.5369300842285156]"
612,1938704880097309509,"['Hand', 'Finger', 'Brown', 'Thumb', 'Stock photography', 'Soil', 'Gesture']","[0.9373424649238586, 0.879640519618988, 0.8123106956481934, 0.7867765426635742, 0.6205405592918396, 0.5852300524711609, 0.5575108528137207]"
613,1938866467470818753,"['Architecture', 'Sky', 'Ancient history', 'Building', 'History', 'Historic site', 'Tree', 'Ruins', 'Night', 'Arch']","[0.8278814554214478, 0.8220894932746887, 0.8216092586517334, 0.7405484318733215, 0.7258893251419067, 0.7099733948707581, 0.6869218349456787, 0.6817266941070557, 0.6284136176109314, 0.6218064427375793]"
614,1938962475911283318,"['Landmark', 'Hill station', 'Mountainous landforms', 'Mountain', 'Wall', 'Highland', 'Historic site', 'Hill', 'Fortification', 'Wonders of the world']","[0.9489173889160156, 0.9338182210922241, 0.9320364594459534, 0.9132806062698364, 0.8673498034477234, 0.8610715866088867, 0.859479546546936, 0.7843911647796631, 0.77827388048172, 0.7657054662704468]"
615,1939045403391617094,"['Relief', 'Ancient history', 'Historic site', 'Egyptian temple', 'History', 'Art', 'Mortuary temple', 'Carving', 'Stone carving', 'Sand']","[0.8589544892311096, 0.8084423542022705, 0.7721958160400391, 0.6820275783538818, 0.6755658388137817, 0.6253476738929749, 0.6115471124649048, 0.5972181558609009, 0.5959783792495728, 0.5228712558746338]"
616,1939134526093608840,"['Galaxy', 'Sky', 'Atmosphere', 'Black', 'Astronomical object', 'Atmospheric phenomenon', 'Astronomy', 'Outer space', 'Universe', 'Milky way']","[0.9790048003196716, 0.9753713011741638, 0.9511585831642151, 0.9484156370162964, 0.9257158637046814, 0.9239121079444885, 0.8977917432785034, 0.8922727108001709, 0.8845493197441101, 0.8794072866439819]"
617,1939224675628607005,"['Vertebrate', 'Mammal', 'Primate', 'New World monkey', 'Common chimpanzee', 'Nature reserve', 'Terrestrial animal', 'Organism', 'Spider monkey', 'Wildlife']","[0.9851104021072388, 0.975814163684845, 0.9540051221847534, 0.9431462287902832, 0.886076033115387, 0.8341526985168457, 0.8319084644317627, 0.8116517663002014, 0.7952794432640076, 0.7285952568054199]"
618,1939316455095074967,"['Turtle', 'Tortoise', 'Common snapping turtle', 'Reptile', 'Grass', 'Terrestrial animal', 'Pond turtle', 'Wildlife', 'Zoo', 'Organism']","[0.9576507210731506, 0.9516010880470276, 0.9209475517272949, 0.8673480153083801, 0.8381650447845459, 0.8319084644317627, 0.7993478775024414, 0.786455512046814, 0.7752177119255066, 0.7151590585708618]"
619,1939408202852545761,"['Water', 'Human', 'Landscape', 'Sea', 'Photography', 'Tourism', 'Beach', 'Smile', 'Desert']","[0.8073040843009949, 0.7832198143005371, 0.7440518140792847, 0.6819732189178467, 0.6242249608039856, 0.5688954591751099, 0.5549512505531311, 0.5404295921325684, 0.5053542256355286]"
620,1939679597113193092,"['Sky', 'Light', 'Night', 'Cloud', 'Evening', 'Horizon', 'Art', 'Crowd', 'World', 'Colorfulness']","[0.9127334952354431, 0.8834760785102844, 0.7608978152275085, 0.6644815802574158, 0.6549444198608398, 0.6542526483535767, 0.5813031792640686, 0.5780550241470337, 0.5750783085823059, 0.5623385310173035]"
621,1939769845700790635,"['Camel', 'Arabian camel', 'Camelid', 'Sky', 'Landscape', 'Ecoregion', 'Desert', 'Adaptation', 'Cloud', 'Aeolian landform']","[0.9799746870994568, 0.9521781802177429, 0.9227002859115601, 0.8857545852661133, 0.8033760786056519, 0.7562323212623596, 0.713129460811615, 0.6696612238883972, 0.6644815802574158, 0.568794846534729]"
622,1939859770152343930,"['Sky', 'Nature', 'Yellow', 'Mountain', 'Blue', 'Mountainous landforms', 'Geological phenomenon', 'Cloud', 'Wilderness', 'Landscape']","[0.9692454934120178, 0.9596611857414246, 0.9275878667831421, 0.9172853231430054, 0.9118428230285645, 0.9092646837234497, 0.9018649458885193, 0.8381239175796509, 0.8363603949546814, 0.7857043147087097]"
623,1939951127806164480,"['Brown', 'Pattern', 'Wood', 'Camouflage', 'Beige', 'Rock']","[0.8344336748123169, 0.706717848777771, 0.6534817218780518, 0.6189978122711182, 0.5484284162521362, 0.5422748923301697]"
624,1940041575631621862,"['Mammal', 'Vertebrate', 'Wildlife', 'Felidae', 'Whiskers', 'Terrestrial animal', 'Cougar', 'Snout', 'Puma', 'Carnivore']","[0.9890478253364563, 0.9851104021072388, 0.9836771488189697, 0.9644709825515747, 0.9397194981575012, 0.9386934041976929, 0.9120960235595703, 0.901334822177887, 0.887554943561554, 0.8546947240829468]"
625,1940135126889884792,"['Snow', 'Urban area', 'Pedestrian', 'Street', 'Snapshot', 'Winter storm', 'Umbrella', 'Blizzard', 'Winter', 'Downtown']","[0.9553418159484863, 0.9070847034454346, 0.9015900492668152, 0.8600984811782837, 0.8586586713790894, 0.846925675868988, 0.8295098543167114, 0.8080652952194214, 0.7993175387382507, 0.7356252074241638]"
626,1940227851173376567,"['Gerbil', 'Muridae', 'Human', 'Hand', 'Mouth', 'Muroidea', 'Rodent', 'Pest', 'Possum', 'Marsupial']","[0.8326722979545593, 0.7728735208511353, 0.7591204047203064, 0.7216579914093018, 0.6794861555099487, 0.6179675459861755, 0.6064130663871765, 0.5423144698143005, 0.5191159844398499, 0.518083393573761]"
627,1940313313833462171,"['People', 'Adaptation', 'Human', 'Tribe', 'Tree', 'Plant', 'Jungle', 'Palm tree', 'Arecales', 'Art']","[0.9465837478637695, 0.840880811214447, 0.7766329646110535, 0.7063528299331665, 0.6869218349456787, 0.6244105100631714, 0.6181496381759644, 0.5983584523200989, 0.5579127073287964, 0.502187192440033]"
